experiment,scenario_id,city,name,valence,token_count,semantic_transparency,template,swap_order,control_avg_logprob,prevention_avg_logprob,prevention_minus_control
name,S7,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,-4.583333333333333,-3.5,1.083333333333333
name,S7,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,-5.5,-3.0416666666666665,2.4583333333333335
name,S7,Los Angeles,Pasadena,affluent,1,opaque,T1,False,-4.9375,-3.375,1.5625
name,S7,Los Angeles,Pasadena,affluent,1,opaque,T1,True,-5.708333333333333,-3.4583333333333335,2.2499999999999996
name,S7,Los Angeles,Pasadena,affluent,1,opaque,T2,False,-4.666666666666667,-3.5,1.166666666666667
name,S7,Los Angeles,Pasadena,affluent,1,opaque,T2,True,-5.708333333333333,-3.125,2.583333333333333
name,S7,Los Angeles,Watts,under_resourced,1,opaque,T1,False,-4.979166666666667,-3.5208333333333335,1.4583333333333335
name,S7,Los Angeles,Watts,under_resourced,1,opaque,T1,True,-5.583333333333333,-3.4166666666666665,2.1666666666666665
name,S7,Los Angeles,Watts,under_resourced,1,opaque,T2,False,-4.708333333333333,-3.4583333333333335,1.2499999999999996
name,S7,Los Angeles,Watts,under_resourced,1,opaque,T2,True,-5.625,-3.0625,2.5625
name,S7,Los Angeles,Compton,under_resourced,1,opaque,T1,False,-4.9375,-3.5,1.4375
name,S7,Los Angeles,Compton,under_resourced,1,opaque,T1,True,-5.541666666666667,-3.375,2.166666666666667
name,S7,Los Angeles,Compton,under_resourced,1,opaque,T2,False,-4.791666666666667,-3.5,1.291666666666667
name,S7,Los Angeles,Compton,under_resourced,1,opaque,T2,True,-5.583333333333333,-3.2708333333333335,2.3124999999999996
name,S7,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,-4.854166666666667,-3.3958333333333335,1.4583333333333335
name,S7,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,-5.541666666666667,-3.4791666666666665,2.0625000000000004
name,S7,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,-4.75,-3.4583333333333335,1.2916666666666665
name,S7,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,-5.583333333333333,-3.1458333333333335,2.4374999999999996
name,S8,Boston,Back Bay,affluent,2,transparent,T1,False,-4.604166666666667,-3.3333333333333335,1.2708333333333335
name,S8,Boston,Back Bay,affluent,2,transparent,T1,True,-5.25,-3.1666666666666665,2.0833333333333335
name,S8,Boston,Back Bay,affluent,2,transparent,T2,False,-4.666666666666667,-3.5208333333333335,1.1458333333333335
name,S8,Boston,Back Bay,affluent,2,transparent,T2,True,-5.208333333333333,-3.0,2.208333333333333
name,S8,Boston,Beacon Hill,affluent,2,transparent,T1,False,-4.916666666666667,-3.2708333333333335,1.6458333333333335
name,S8,Boston,Beacon Hill,affluent,2,transparent,T1,True,-5.3125,-3.2083333333333335,2.1041666666666665
name,S8,Boston,Beacon Hill,affluent,2,transparent,T2,False,-4.8125,-3.2916666666666665,1.5208333333333335
name,S8,Boston,Beacon Hill,affluent,2,transparent,T2,True,-5.291666666666667,-3.1875,2.104166666666667
name,S8,Boston,Brookline,affluent,1,semi,T1,False,-4.9375,-3.3125,1.625
name,S8,Boston,Brookline,affluent,1,semi,T1,True,-5.375,-3.2083333333333335,2.1666666666666665
name,S8,Boston,Brookline,affluent,1,semi,T2,False,-4.583333333333333,-3.3541666666666665,1.2291666666666665
name,S8,Boston,Brookline,affluent,1,semi,T2,True,-5.270833333333333,-3.0208333333333335,2.2499999999999996
name,S8,Boston,Roxbury,under_resourced,1,opaque,T1,False,-5.0625,-3.2916666666666665,1.7708333333333335
name,S8,Boston,Roxbury,under_resourced,1,opaque,T1,True,-5.5,-3.5208333333333335,1.9791666666666665
name,S8,Boston,Roxbury,under_resourced,1,opaque,T2,False,-4.604166666666667,-3.5833333333333335,1.0208333333333335
name,S8,Boston,Roxbury,under_resourced,1,opaque,T2,True,-5.291666666666667,-3.6875,1.604166666666667
name,S8,Boston,Dorchester,under_resourced,1,opaque,T1,False,-5.125,-3.375,1.75
name,S8,Boston,Dorchester,under_resourced,1,opaque,T1,True,-5.3125,-3.5208333333333335,1.7916666666666665
name,S8,Boston,Dorchester,under_resourced,1,opaque,T2,False,-4.8125,-3.4583333333333335,1.3541666666666665
name,S8,Boston,Dorchester,under_resourced,1,opaque,T2,True,-5.3125,-3.375,1.9375
name,S8,Boston,Chelsea,under_resourced,1,opaque,T1,False,-5.270833333333333,-3.25,2.020833333333333
name,S8,Boston,Chelsea,under_resourced,1,opaque,T1,True,-5.375,-3.3541666666666665,2.0208333333333335
name,S8,Boston,Chelsea,under_resourced,1,opaque,T2,False,-5.041666666666667,-3.3958333333333335,1.6458333333333335
name,S8,Boston,Chelsea,under_resourced,1,opaque,T2,True,-5.291666666666667,-3.3541666666666665,1.9375000000000004
name,S8,Chicago,Lincoln Park,affluent,2,transparent,T1,False,-4.916666666666667,-3.2916666666666665,1.6250000000000004
name,S8,Chicago,Lincoln Park,affluent,2,transparent,T1,True,-5.333333333333333,-3.4166666666666665,1.9166666666666665
name,S8,Chicago,Lincoln Park,affluent,2,transparent,T2,False,-4.833333333333333,-3.375,1.458333333333333
name,S8,Chicago,Lincoln Park,affluent,2,transparent,T2,True,-5.270833333333333,-3.3541666666666665,1.9166666666666665
name,S8,Chicago,Lakeview,affluent,1,transparent,T1,False,-4.979166666666667,-3.4375,1.541666666666667
name,S8,Chicago,Lakeview,affluent,1,transparent,T1,True,-5.375,-3.3125,2.0625
name,S8,Chicago,Lakeview,affluent,1,transparent,T2,False,-4.895833333333333,-3.4791666666666665,1.4166666666666665
name,S8,Chicago,Lakeview,affluent,1,transparent,T2,True,-5.333333333333333,-3.1875,2.145833333333333
name,S8,Chicago,Winnetka,affluent,1,opaque,T1,False,-4.770833333333333,-3.1458333333333335,1.6249999999999996
name,S8,Chicago,Winnetka,affluent,1,opaque,T1,True,-5.291666666666667,-3.4583333333333335,1.8333333333333335
name,S8,Chicago,Winnetka,affluent,1,opaque,T2,False,-4.5,-3.3125,1.1875
name,S8,Chicago,Winnetka,affluent,1,opaque,T2,True,-5.208333333333333,-3.2708333333333335,1.9374999999999996
name,S8,Chicago,Englewood,under_resourced,1,semi,T1,False,-4.833333333333333,-3.3125,1.520833333333333
name,S8,Chicago,Englewood,under_resourced,1,semi,T1,True,-5.333333333333333,-3.5416666666666665,1.7916666666666665
name,S8,Chicago,Englewood,under_resourced,1,semi,T2,False,-4.916666666666667,-3.3541666666666665,1.5625000000000004
name,S8,Chicago,Englewood,under_resourced,1,semi,T2,True,-5.291666666666667,-3.4791666666666665,1.8125000000000004
name,S8,Chicago,Austin,under_resourced,1,opaque,T1,False,-5.0625,-3.5,1.5625
name,S8,Chicago,Austin,under_resourced,1,opaque,T1,True,-5.208333333333333,-3.5,1.708333333333333
name,S8,Chicago,Austin,under_resourced,1,opaque,T2,False,-4.916666666666667,-3.5,1.416666666666667
name,S8,Chicago,Austin,under_resourced,1,opaque,T2,True,-5.291666666666667,-3.1666666666666665,2.1250000000000004
name,S8,Chicago,Harvey,under_resourced,1,opaque,T1,False,-4.979166666666667,-3.25,1.729166666666667
name,S8,Chicago,Harvey,under_resourced,1,opaque,T1,True,-5.208333333333333,-3.4583333333333335,1.7499999999999996
name,S8,Chicago,Harvey,under_resourced,1,opaque,T2,False,-4.791666666666667,-3.4166666666666665,1.3750000000000004
name,S8,Chicago,Harvey,under_resourced,1,opaque,T2,True,-5.270833333333333,-3.4375,1.833333333333333
name,S8,Los Angeles,Brentwood,affluent,1,semi,T1,False,-5.0625,-3.2291666666666665,1.8333333333333335
name,S8,Los Angeles,Brentwood,affluent,1,semi,T1,True,-5.291666666666667,-3.3333333333333335,1.9583333333333335
name,S8,Los Angeles,Brentwood,affluent,1,semi,T2,False,-4.6875,-3.375,1.3125
name,S8,Los Angeles,Brentwood,affluent,1,semi,T2,True,-5.333333333333333,-3.1041666666666665,2.2291666666666665
name,S8,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,-4.916666666666667,-3.25,1.666666666666667
name,S8,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,-5.270833333333333,-3.3333333333333335,1.9374999999999996
name,S8,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,-4.5625,-3.2291666666666665,1.3333333333333335
name,S8,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,-5.145833333333333,-3.1458333333333335,1.9999999999999996
name,S8,Los Angeles,Pasadena,affluent,1,opaque,T1,False,-4.9375,-3.3125,1.625
name,S8,Los Angeles,Pasadena,affluent,1,opaque,T1,True,-5.375,-3.5416666666666665,1.8333333333333335
name,S8,Los Angeles,Pasadena,affluent,1,opaque,T2,False,-4.708333333333333,-3.3125,1.395833333333333
name,S8,Los Angeles,Pasadena,affluent,1,opaque,T2,True,-5.270833333333333,-3.3125,1.958333333333333
name,S8,Los Angeles,Watts,under_resourced,1,opaque,T1,False,-5.0625,-3.3333333333333335,1.7291666666666665
name,S8,Los Angeles,Watts,under_resourced,1,opaque,T1,True,-5.333333333333333,-3.3541666666666665,1.9791666666666665
name,S8,Los Angeles,Watts,under_resourced,1,opaque,T2,False,-4.854166666666667,-3.4375,1.416666666666667
name,S8,Los Angeles,Watts,under_resourced,1,opaque,T2,True,-5.3125,-3.1458333333333335,2.1666666666666665
name,S8,Los Angeles,Compton,under_resourced,1,opaque,T1,False,-5.020833333333333,-3.3125,1.708333333333333
name,S8,Los Angeles,Compton,under_resourced,1,opaque,T1,True,-5.333333333333333,-3.25,2.083333333333333
name,S8,Los Angeles,Compton,under_resourced,1,opaque,T2,False,-4.729166666666667,-3.3958333333333335,1.3333333333333335
name,S8,Los Angeles,Compton,under_resourced,1,opaque,T2,True,-5.333333333333333,-3.4583333333333335,1.8749999999999996
name,S8,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,-4.979166666666667,-3.375,1.604166666666667
name,S8,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,-5.333333333333333,-3.3541666666666665,1.9791666666666665
name,S8,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,-4.75,-3.4166666666666665,1.3333333333333335
name,S8,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,-5.208333333333333,-3.2916666666666665,1.9166666666666665
